Keep,Survey Type,System,role_rganization,years_experience,domain_activity,Python_experience,Cpp_experience,Java_experience,C_experience,C#_experience,NotHandlingExceptions_prevalence,AssumingSafeReturnValue_prevalence,ExcessiveCommunication_prevalence,Clustering_prevalence,Scattering_prevalence,HardCodingLibraries_prevalence,LocalReferences_prevalence,MemoryManagement_prevalence,CachingObjects_prevalence,SecuringLibraries_prevalence,RelativePath_prevalence,ExcessiveObjects_prevalence,UnusedDeclaration_prevalence,UnusedImplementation_prevalence,UnusedParameters_prevalence,NotHandlingExceptions_Expandability,NotHandlingExceptions_Simplicity,NotHandlingExceptions_Reusability,NotHandlingExceptions_Learnability,NotHandlingExceptions_Understandability,NotHandlingExceptions_Modularity,ReturnValue_Expandability,ReturnValue_Simplicity,ReturnValue_Reusability,ReturnValue_Learnability,ReturnValue_Understandability,ReturnValue_Modularity,ExcessiveCommunication_Expandability,ExcessiveCommunication_Simplicity,ExcessiveCommunication_Reusability,ExcessiveCommunication_Learnability,ExcessiveCommunication_Understandability,ExcessiveCommunication_Modularity,Clustering_Expandability,Clustering_Simplicity,Clustering_Reusability,Clustering_Learnability,Clustering_Understandability,Clustering_Modularity,Scattering_Expandability,Scattering_Simplicity,Scattering_Reusability,Scattering_Learnability,Scattering_Understandability,Scattering_Modularity,HardCodingLibraries_Expandability,HardCodingLibraries_Simplicity,HardCodingLibraries_Reusability,HardCodingLibraries_Learnability,HardCodingLibraries_Understandability,HardCodingLibraries_Modularity,LocalReferences_Expandability,LocalReferences_Simplicity,LocalReferences_Reusability,LocalReferences_Learnability,LocalReferences_Understandability,LocalReferences_Modularity,MemoryManagement_Expandability,MemoryManagement_Simplicity,MemoryManagement_Reusability,MemoryManagement_Learnability,MemoryManagement_Understandability,MemoryManagement_Modularity,CachingObjects_Expandability,CachingObjects_Simplicity,CachingObjects_Reusability,CachingObjects_Learnability,CachingObjects_Understandability,CachingObjects_Modularity,SecuringLibraries_Expandability,SecuringLibraries_Simplicity,SecuringLibraries_Reusability,SecuringLibraries_Learnability,SecuringLibraries_Understandability,SecuringLibraries_Modularity,RelativePath_Expandability,RelativePath_Simplicity,RelativePath_Reusability,RelativePath_Learnability,RelativePath_Understandability,RelativePath_Modularity,ExcessiveObjects_Expandability,ExcessiveObjects_Simplicity,ExcessiveObjects_Reusability,ExcessiveObjects_Learnability,ExcessiveObjects_Understandability,ExcessiveObjects_Modularity,UnusedDeclaration_Expandability,UnusedDeclaration_Simplicity,UnusedDeclaration_Reusability,UnusedDeclaration_Learnability,UnusedDeclaration_Understandability,UnusedDeclaration_Modularity,UnusedImplementation_Expandability,UnusedImplementation_Simplicity,UnusedImplementation_Reusability,UnusedImplementation_Learnability,UnusedImplementation_Understandability,UnusedImplementation_Modularity,UnusedParameters_Expandability,UnusedParameters_Simplicity,UnusedParameters_Reusability,UnusedParameters_Learnability,UnusedParameters_Understandability,UnusedParameters_Modularity,NotHandlingExceptions_Ranking,AssumingSafeReturnValue_Ranking,ExcessiveCommunication_Ranking,Clustering_Ranking,Scattering_Ranking,HardCodingLibraries_Ranking,LocalReferences_Ranking,MemoryManagement_Ranking,CachingObjects_Ranking,SecuringLibraries_Ranking,RelativePath_Ranking,ExcessiveObjects_Ranking,UnusedDeclaration_Ranking,UnusedImplementation_Ranking,UnusedParameters_Ranking,Clean 1,Smell1,Smell1_Validation,Smell1_Severity,Smell1_Refactoring,Smell2,Smell2_Validation,Smell2_Severity,Smell2_Refactoring,Smell3,Smell3_Validation,Smell3_Severity,Smell3_Refactoring,Smell4,Smell4_Validation,Smell4_Severity,Smell4_Refactoring,Smell5,Smell5_Validation,Smell5_Severity,Smell5_Refactoring,Smell6,Smell6_Validation,Smell6_Severity,Smell6_Refactoring,Smell7,Smell7_Validation,Smell7_Severity,Smell7_Refactoring,Clean 2,Smell8,Smell8_Validation,Smell8_Severity,Smell8_Refactoring,Smell9,Smell9_Validation,Smell9_Severity,Smell9_Refactoring,Smell10,Smell10_Validation,Smell10_Severity,Smell10_Refactoring,Smell11,Smell11_Validation,Smell11_Severity,Smell11_Refactoring,Smell12,Smell12_Validation,Smell12_Severity,Smell12_Refactoring,Smell13,Smell13_Validation,Smell13_Severity,Smell13_Refactoring,Smell14,Smell14_Validation,Smell14_Severity,Smell14_Refactoring,Smell15,Smell15_Validation,Smell15_Severity,Smell15_Refactoring,Clean 3
Yes,Open_1,None-Open,Developer,More than 10 years,Research and development,Expert,Expert,Expert,Expert,Expert,Very often,Very often,Very often,Very often,Rarely,Rarely,Very often,Very often,Very often,Very often,Very often,Often,Often,Rarely,Often,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,11,13,12,8,14,6,15,10,7,5,1,3,2,4,9,No,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),No
Yes,Open_1,None-Open,Architect,More than 10 years,Banking and insurance,Expert,Comfortable,Expert,Expert,Comfortable,Often,Often,Often,Often,Very often,Rarely,Very often,Very often,Rarely,Rarely,Often,Very often,Very often,Very often,Very often,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,15,11,10,14,7,5,9,13,3,12,1,6,2,8,4,No,No,No,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",,,,,Yes,No,5 (Very High),Yes (Refactoring with this solution),No,,,,,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),No
Yes,Open_1,None-Open,Project Manager,More than 10 years,Networks,Practical,Practical,Expert,Expert,Comfortable,Often,Often,Very often,Very often,Often,Often,Very often,Rarely,Rarely,Often,Rarely,Often,Rarely,Rarely,Rarely,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,11,13,12,10,7,6,14,15,1,5,3,4,2,8,9,No,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,,,,,,,,,Yes,No,4 (High),Yes (Refactoring with this solution),No
Yes,Open_1,None-Open,Software Engineer,1 year - 5 Years,"Analytics (Business,IT services, BigData...)",Little Knowledge,Expert,Expert,Expert,Comfortable,Very often,Very often,Very often,Very often,Often,Often,Rarely,Often,Rarely,Rarely,Often,Often,Often,Rarely,Often,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,15,12,11,14,8,5,13,6,7,10,1,9,4,3,2,No,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,No,3 (Medium),No (No refactoring),No,,,,,No,No,,,,,,,No,No,,,,,,,,,,,,,,,,,,,
Yes,Open_1,None-Open,Software Engineer,More than 10 years,"Analytics (Business,IT services, BigData...)",Comfortable,Expert,Expert,Expert,Expert,Rarely,Rarely,Very often,Rarely,Often,Rarely,Often,Rarely,Very often,Very often,Very often,Rarely,Rarely,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,15,10,13,11,7,1,14,12,9,6,3,8,4,5,2,No,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),"Yes (Refactoring with another solution), please specify",No,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,1 (Very Low),No (No refactoring),
Yes,Open_1,None-Open,Developer,5-10 Years,"Other, please specify",Expert,Practical,Comfortable,Comfortable,Comfortable,Often,N/A,Very often,Very often,Very often,Very often,Very often,Very often,Rarely,Often,Often,Rarely,Very often,Very often,Very often,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,13,12,14,1,5,8,15,11,6,10,3,7,2,4,9,No,Yes,Yes,2 (Low),No (No refactoring),,,,,No,No,,,,,,,No,No,,,,,,,No,No,,,No,,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),No
Yes,Open_1,None-Open,Software Engineer,5-10 Years,Games,Expert,Comfortable,Expert,Expert,Comfortable,Very often,Often,Very often,Very often,Often,Often,Very often,Rarely,N/A,Very often,Rarely,Often,Often,Rarely,Rarely,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,14,10,11,12,6,5,13,15,7,4,3,8,2,9,1,No,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,No,No,,,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,1 (Very Low),No (No refactoring),
Yes,Open_2,None-Open,Developer,5-10 Years,"Analytics (Business,IT services, BigData...)",Expert,Expert,Expert,Comfortable,Practical,Often,Very often,Often,Very often,Very often,Rarely,Often,Often,Rarely,Often,Rarely,Often,Rarely,Very often,Rarely,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Positive,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,15,10,12,14,11,3,13,8,4,7,5,6,2,9,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,No,Yes,No,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Project Manager,1 year - 5 Years,"Other, please specify",Expert,Expert,Expert,Expert,Expert,Often,Rarely,Often,Very often,Often,Often,Often,Very often,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Often,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Positive,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,14,13,10,11,2,5,12,15,6,8,9,7,3,4,1,Yes,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,No,No,,,,,,,No,No,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),No,No,,,Yes,No,3 (Medium),No (No refactoring),,,,,Yes
Yes,Open_2,None-Open,"Other, please specify",5-10 Years,"Other, please specify",Comfortable,Comfortable,Comfortable,Comfortable,Practical,Often,N/A,Very often,Very often,Often,Rarely,Very often,Often,Rarely,Often,Often,Often,Often,Rarely,Rarely,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,15,12,13,10,7,1,14,11,6,3,4,8,9,5,2,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,No,No,,,,,,,Yes,No,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,No,Yes,No,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",Yes,Yes,2 (Low),No (No refactoring),Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Developer,More than 10 years,Games,Expert,Expert,Comfortable,Comfortable,Comfortable,Often,Very often,Rarely,Very often,Often,Rarely,Often,Rarely,N/A,Very often,N/A,Rarely,Often,Rarely,Rarely,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Positive,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,14,13,10,9,11,2,12,15,4,8,6,7,3,5,1,No,,,,,No,No,,,,,,,Yes,No,5 (Very High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,Yes,No,1 (Very Low),No (No refactoring),,,,,No,No,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,4 (High),"Yes (Refactoring with another solution), please specify",Yes,Yes,2 (Low),No (No refactoring),,,,,No
Yes,Open_2,None-Open,QA Manager,1 year - 5 Years,Research and development,Little Knowledge,Expert,Comfortable,Expert,Expert,Rarely,Rarely,Very often,Very often,Very often,Rarely,Often,Often,Rarely,Rarely,Rarely,Often,Rarely,Very often,Rarely,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Positive,Negative,Neutral,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,11,15,10,12,7,5,14,13,6,4,2,8,3,9,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,1 (Very Low),No (No refactoring),,,,,No,Yes,Yes,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,No,No,,,,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,
Yes,Open_2,None-Open,Tester,More than 10 years,Robotics and Embeeded systems,Practical,Little Knowledge,Comfortable,Comfortable,Comfortable,Often,Often,Often,Often,Often,Rarely,Often,Very often,Very often,Often,Rarely,Often,Rarely,Rarely,Often,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,13,12,14,8,5,6,15,10,3,7,2,11,9,4,1,No,,,,,Yes,Yes,2 (Low),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,,,,,,,,,No,,,,,,,,,No,No,,,,,,,No,No,,,Yes,Yes,2 (Low),No (No refactoring),No,No,,,,,,,
Yes,Open_2,None-Open,Architect,5-10 Years,Research and development,Practical,Expert,Comfortable,Expert,Expert,Very often,Rarely,Often,Very often,Very often,Often,Very often,Very often,Often,Often,Often,Very often,Often,Very often,Very often,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,10,13,12,11,9,6,14,15,2,5,4,7,1,8,3,No,,,,,Yes,Yes,2 (Low),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,No,1 (Very Low),No (No refactoring),,,,,No,Yes,No,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Developer,5-10 Years,Research and development,Comfortable,Comfortable,Comfortable,Expert,Expert,Often,Very often,Very often,Very often,Often,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,9,12,10,11,14,1,13,15,5,7,3,8,4,6,2,No,,,,,Yes,Yes,2 (Low),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,No,No,,,,,,,Yes,No,1 (Very Low),No (No refactoring),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Project Manager,More than 10 years,Banking and insurance,Expert,Practical,Expert,Comfortable,Comfortable,Rarely,Often,Often,Very often,Often,Rarely,Very often,Often,Rarely,Often,Often,Often,Often,Rarely,Rarely,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,13,15,14,12,2,5,11,10,1,7,6,4,3,8,9,No,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,No,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,No,No,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,No
